layer,proj,n_tokens,A_bos,A_p1_7,A_rest,G_bos,G_p1_7,G_rest,AG_bos,AG_p1_7,AG_rest,G_over_A_bos,G_over_A_p1_7,g_bos_over_median,g_p1_7_max_over_median
26,q_proj,59866,0.0002785,0.01459,0.9851,1.054e-16,0.01719,0.9828,1.375e-17,0.01708,0.9829,3.786e-13,1.178,2.596e-13,506
26,k_proj,59866,0.0002785,0.01459,0.9851,0.2944,0.02769,0.6779,0.05233,0.03661,0.9111,1057,1.898,1206,1000
26,v_proj,59866,0.0002785,0.01459,0.9851,0.9391,0.002844,0.05805,0.7097,0.01207,0.2782,3372,0.1949,4.194e+04,2284
26,o_proj,59866,5.565e-05,0.007948,0.992,0.0256,0.02401,0.9504,0.0009323,0.01764,0.9814,460,3.02,65.58,523.1
26,gate_proj,59866,0.0001135,0.01401,0.9859,0.001364,0.02063,0.978,6.659e-05,0.01943,0.9805,12.02,1.472,5.627,935.2
26,up_proj,59866,0.0001135,0.01401,0.9859,0.002166,0.01994,0.9779,0.000107,0.01878,0.9811,19.08,1.423,6.831,660.2
26,down_proj,59866,7.783e-06,0.01283,0.9872,0.03115,0.02484,0.944,0.0001118,0.02136,0.9785,4002,1.936,74.72,433.3
27,q_proj,59866,0.0003431,0.01448,0.9852,3.249e-16,0.02737,0.9726,5.213e-17,0.0271,0.9729,9.468e-13,1.89,8.825e-13,971.3
27,k_proj,59866,0.0003431,0.01448,0.9852,0.6164,0.02006,0.3636,0.2099,0.04115,0.7489,1796,1.385,4342,1329
27,v_proj,59866,0.0003431,0.01448,0.9852,0.9183,0.003616,0.07809,0.7082,0.01162,0.2802,2676,0.2497,3.082e+04,4124
27,o_proj,59866,0.0004142,0.009241,0.9903,0.03101,0.02441,0.9446,0.007958,0.01744,0.9746,74.88,2.642,77.67,465.2
27,gate_proj,59866,0.0001265,0.01407,0.9858,0.001943,0.02055,0.9775,0.0001059,0.01922,0.9807,15.36,1.46,8.076,861.9
27,up_proj,59866,0.0001265,0.01407,0.9858,0.002871,0.02077,0.9764,0.0001584,0.01955,0.9803,22.7,1.476,9.006,510
27,down_proj,59866,8.085e-05,0.01283,0.9871,0.03926,0.02567,0.9351,0.001478,0.0222,0.9763,485.7,2.002,89.66,386.7
28,q_proj,59866,0.000405,0.01468,0.9849,1.608e-16,0.01508,0.9849,3.07e-17,0.01498,0.985,3.97e-13,1.027,5.122e-13,1343
28,k_proj,59866,0.000405,0.01468,0.9849,0.2988,0.02423,0.677,0.0752,0.03184,0.893,737.6,1.651,1221,1583
28,v_proj,59866,0.000405,0.01468,0.9849,0.8864,0.004241,0.1093,0.6188,0.01259,0.3686,2189,0.2889,1.64e+04,1440
28,o_proj,59866,0.0002518,0.00711,0.9926,0.03961,0.0258,0.9346,0.005849,0.01589,0.9783,157.3,3.628,93.76,422.2
28,gate_proj,59866,0.0002315,0.01419,0.9856,0.3033,0.01745,0.6792,0.043,0.02234,0.9347,1310,1.229,1436,844
28,up_proj,59866,0.0002315,0.01419,0.9856,0.5693,0.01026,0.4204,0.1205,0.01977,0.8597,2459,0.7227,3542,519.4
28,down_proj,59866,0.0002342,0.014,0.9858,0.02613,0.02685,0.947,0.002864,0.02514,0.972,111.6,1.918,55.12,346.7
29,q_proj,59866,0.0004213,0.01454,0.985,1.519e-16,0.01612,0.9839,2.997e-17,0.0163,0.9837,3.605e-13,1.109,1.138e-12,1480
